originalquesid,questionid,title,question,tags,link,source,preparedtitle
"14521108,",950087,How do I include a JavaScript file in another JavaScript file?,"
Is there something in JavaScript similar to @import in CSS that allows you to include a JavaScript file inside another JavaScript file?
","javascript,file,import,include,",https://stackoverflow.com/questions/950087/how-do-i-include-a-javascript-file-in-another-javascript-file,https://stackoverflow.com, include javascript file another javascript file 
"2847386,",2823211,Making a string out of a string and an integer in Python ,"



I get this error when trying to take an integer and prepend ""b"" to it, converting it into a string:
  File ""program.py"", line 19, in getname
    name = ""b"" + num
TypeError: Can't convert 'int' object to str implicitly

That's related to this function:
num = random.randint(1,25)
name = ""b"" + num

","python,python-3.x,",https://stackoverflow.com/questions/2823211/making-a-string-out-of-a-string-and-an-integer-in-python,https://stackoverflow.com, making string string integer python 
"3781851,7974849,",1186789,What is the best way to call a script from another script?,"
I have a script named test1.py which is not in a module. It just has code that should execute when the script itself is run. There are no functions, classes, methods, etc. I have another script which runs as a service. I want to call test1.py from the script running as a service.
For example:
File test1.py
print ""I am a test""
print ""see! I do nothing productive.""

File service.py
# Lots of stuff here
test1.py # do whatever is in test1.py

I'm aware of one method which is opening the file, reading the contents, and basically eval'ing it. I'm assuming there's a better way of doing this. Or at least I hope so.
","python,",https://stackoverflow.com/questions/1186789/what-is-the-best-way-to-call-a-script-from-another-script,https://stackoverflow.com, best way call script another script 
"3407256,",3355367,Height of statusbar?,"
Is there a way to get the height of the statusbar + titlebar? Checking the dev forum shows the same question but no solution (that I could find).
I know we can get it after the initial layout pass, but I'm looking to get it in onCreate() of my activity.
Thanks
","android,",https://stackoverflow.com/questions/3355367/height-of-statusbar,https://stackoverflow.com, height statusbar 
"7837722,",16476924,How to iterate over rows in a DataFrame in Pandas,"



I have a DataFrame from Pandas:
import pandas as pd
inp = [{'c1':10, 'c2':100}, {'c1':11,'c2':110}, {'c1':12,'c2':120}]
df = pd.DataFrame(inp)
print df

Output:
   c1   c2
0  10  100
1  11  110
2  12  120

Now I want to iterate over the rows of this frame. For every row I want to be able to access its elements (values in cells) by the name of the columns. For example:
for row in df.rows:
   print row['c1'], row['c2']

Is it possible to do that in Pandas?
I found this similar question. But it does not give me the answer I need. For example, it is suggested there to use:
for date, row in df.T.iteritems():

or
for row in df.iterrows():

But I do not understand what the row object is and how I can work with it.
","python,pandas,rows,dataframe,",https://stackoverflow.com/questions/16476924/how-to-iterate-over-rows-in-a-dataframe-in-pandas,https://stackoverflow.com, iterate row dataframe panda
"18144660,",6141180,Mac OS X 10.6.7 Java Path Current JDK confusing,"
I have trouble understanding (actual paths vs links) for multiple java versions on my Mac OSX. Normally in windows if I have multiple versions installed in my machine, I can just take the path of which ever version I want and use it. But in MAC OS X I undertand that there is something called links that is being pointed to CurrentJDK, and if I want to use a different version I will need to change the link to CurrentJdk right? But what is confusing for me is that as you can see below all my versions are pointing to the same CurrentJDK which means all versions point to current version? I was expecting only one of them would be pointing to CurrentJDK and I could just change it to which ever one I need which is not the case here. All I need to know is how to find the bin(Commands) folder path for each version, so that I can just use it to point to CurrentJDK? Also tell me how to change the link to CurrentJDK.
$ java -version

java version ""1.6.0_24""
Java(TM) SE Runtime Environment (build 1.6.0_24-b07-334-10M3326)
Java HotSpot(TM) 64-Bit Server VM (build 19.1-b02-334, mixed mode)

$ pwd

/System/Library/Frameworks/JavaVM.framework/Versions


$ ls -l

lrwxr-xr-x   1 root  wheel    5 Mar 20 11:12 1.3 -> 1.3.1
drwxr-xr-x   3 root  wheel  102 Dec  2  2009 1.3.1
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.4 -> CurrentJDK
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.4.2 -> CurrentJDK
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.5 -> CurrentJDK
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.5.0 -> CurrentJDK
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.6 -> CurrentJDK
lrwxr-xr-x   1 root  wheel   10 Mar 20 11:12 1.6.0 -> CurrentJDK
drwxr-xr-x  10 root  wheel  340 Mar 20 11:13 A
lrwxr-xr-x   1 root  wheel    1 Mar 20 11:12 Current -> A
lrwxr-xr-x   1 root  wheel   59 Mar 20 11:12 CurrentJDK -> /System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents

","java,macos,",https://stackoverflow.com/questions/6141180/mac-os-x-10-6-7-java-path-current-jdk-confusing,https://stackoverflow.com, mac o x 10 6 7 java path current jdk confusing
"6371150,",6120154,What is difference between different string compare methods ,"




In .NET there are many string comparison methods, I just want to confirm which one is the best to use considering performance.
string.Equals()

string.Compare()

string.CompareTo()

string.CompareOrdinal()

string.ReferenceEquals()

if (str1 == str2)

","c#,.net,string-comparison,",https://stackoverflow.com/questions/6120154/what-is-difference-between-different-string-compare-methods,https://stackoverflow.com, difference different string compare method 
"7992216,",5448653,How to implement onBackPressed() in Fragments?,"
Is there a way in which we can implement onBackPressed() in Android Fragment similar to the way in which we implement in Android Activity?
As the Fragment lifecycle do not have onBackPressed(). Is there any other alternative method to over ride onBackPressed() in Android 3.0 fragments?
","android,android-fragments,onbackpressed,",https://stackoverflow.com/questions/5448653/how-to-implement-onbackpressed-in-fragments,https://stackoverflow.com, implement onbackpressed   fragments 
"1472498,",793100,Globally catch exceptions in a WPF application?,"
We are having a WPF application where parts of it may throw exceptions at runtime. I'd like to globally catch any unhandled exception and log them, but otherwise continue program execution as if nothing happened (kinda like VB's On Error Resume Next).
Is this possible in C#? And if so, where exactly would I need to put the exception handling code?
Currently I can't see any single point where I could wrap a try/catch around and which would catch all exceptions that could occur. And even then I would have left whatever has been executed because of the catch. Or am I thinking in horribly wrong directions here?
ETA: Because many people below pointed it out: The application is not for controlling nuclear power plants. If it crashes it's not that much a big deal but random exceptions that are mostly UI-related are a nuisance in the context where it would be used. There were (and probably still are) a few of those and since it uses a plugin architecture and may be extended by others (also students in that case; so no experienced developers that are able to write completely error-free code).
As for the exceptions that get caught: I do log them to a log file, including the complete stack trace. That was the whole point of that exercise. Just to counter those people  that were taking my analogy to VB's OERN too literally.
I know that blindly ignoring certain classes of errors is dangerous and might corrupt my application instance. As said before, this program isn't mission-critical for anyone. No-one in their right mind would bet the survival of the human civilization on it. It's simply a little tool for testing certain design approaches wrt. software engineering.
For the immediate use of the application there are not many things that can happen on an exception:

No exception handling – error dialog and application exit. Experiment has to be repeated, though likely with another subject. No errors have been logged, which is unfortunate.
Generic exception handling – benign error trapped, no harm done. This should be the common case judged from all errors we were seeing during development. Ignoring this kind of errors should have no immediate consequences; the core data structures are tested well enough that they will easily survive this.
Generic exception handling – serious error trapped, possibly crash at a later point. This may happen rarely. We've never seen it so far. The error is logged anyway and a crash might be inevitable. So this is conceptually similar to the very first case. Except that we have a stack trace. And in the majority of cases the user won't even notice.

As for the experiment data generated by the program: A serious error would at worst just cause no data to be recorded. Subtle changes that change the result of the experiment ever so slightly are pretty unlikely. And even in that case, if the results seem dubious the error was logged; one can still throw away that data point if it's a total outlier.
To summarize: Yes, I consider myself still at least partially sane and I don't consider a global exception handling routine which leaves the program running to be necessarily totally evil. As said twice before, such a decision might be valid, depending on the application. In this case it was judged a valid decision and not total and utter bullshit. For any other application that decision might look different. But please don't accuse me or the other people who worked on that project to potentially blow up the world just because we're ignoring errors.
Side note: There is exactly one user for that application. It's not something like Windows or Office that gets used by millions where the cost of having exceptions bubble to the user at all would be very different in the first place already.
","c#,wpf,exception,exception-handling,",https://stackoverflow.com/questions/793100/globally-catch-exceptions-in-a-wpf-application,https://stackoverflow.com, globally catch exception wpf application 
"14940743,",13411544,Delete column from pandas DataFrame,"
When deleting a column in a DataFrame I use:
del df['column_name']

And this works great. Why can't I use the following?
del df.column_name

Since it is possible to access the column/Series as df.column_name, I expected this to work.
","python,pandas,dataframe,",https://stackoverflow.com/questions/13411544/delete-column-from-pandas-dataframe,https://stackoverflow.com, delete column panda dataframe
"2268204,",4014823,Does a favicon have to be 32x32 or 16x16?,"
I'd like to use a single image as both a regular favicon and iPhone/iPad friendly favicon. 
Is this possible? Would an iPad-friendly 72x72 PNG scale if linked to as a regular browser favicon? Or do I have to use a separate 16x16 or 32x32 image?
","favicon,",https://stackoverflow.com/questions/4014823/does-a-favicon-have-to-be-32x32-or-16x16,https://stackoverflow.com, favicon 32x32 16x16 
"1659097,",814878,C# difference between == and Equals(),"
I have a condition in a silverlight application that compares 2 strings, for some reason when I use == it returns false while .Equals() returns true.
Here is the code:
if (((ListBoxItem)lstBaseMenu.SelectedItem).Content.Equals(""Energy Attack""))
{
    // Execute code
}

if (((ListBoxItem)lstBaseMenu.SelectedItem).Content == ""Energy Attack"")
{
    // Execute code
}

Any reason as to why this is happening?
","c#,.net,equals,",https://stackoverflow.com/questions/814878/c-sharp-difference-between-and-equals,https://stackoverflow.com, c  difference    equals  
"10393462,",190396,Adding HTML entities using CSS content,"
How do you use the CSS content property to add HTML entities?
Using something like this just prints &nbsp; to the screen instead of the non-breaking space:
.breadcrumbs a:before {
    content: '&nbsp;';
}

","html,css,html-entities,css-content,",https://stackoverflow.com/questions/190396/adding-html-entities-using-css-content,https://stackoverflow.com, adding html entity using cs content
"16873323,",951021,What is the JavaScript version of sleep()?,"
Is there a better way to engineer a sleep in JavaScript than the following pausecomp function (taken from here)?
function pausecomp(millis)
{
    var date = new Date();
    var curDate = null;
    do { curDate = new Date(); }
    while(curDate-date < millis);
}

This is not a duplicate of Sleep in JavaScript - delay between actions; I want a real sleep in the middle of a function, and not a delay before a piece of code executes.
","javascript,sleep,",https://stackoverflow.com/questions/951021/what-is-the-javascript-version-of-sleep,https://stackoverflow.com, javascript version sleep   
"969290,",457605,How to measure code performance in .NET?,"
I'm doing some real quick and dirty benchmarking on a single line of C# code using DateTime:
long lStart = DateTime.Now.Ticks;
// do something
long lFinish = DateTime.Now.Ticks;

The problem is in the results:

Start Time [633679466564559902]
Finish Time [633679466564559902]

Start Time [633679466564569917]
Finish Time [633679466564569917]

Start Time [633679466564579932]
Finish Time [633679466564579932]

...and so on.
Given that the start and finish times are identical, Ticks is obviously not granular enough.
So, how can I better measure performance?
",".net,performance,benchmarking,",https://stackoverflow.com/questions/457605/how-to-measure-code-performance-in-net,https://stackoverflow.com, measure code performance  net 
"9396064,",1329739,Nested using statements in C#,"
I am working on a project. I have to compare the contents of two files and see if they match each other precisely.
Before a lot of error-checking and validation, my first draft is:
  DirectoryInfo di = new DirectoryInfo(Environment.CurrentDirectory + ""\\TestArea\\"");
  FileInfo[] files = di.GetFiles(filename + "".*"");

  FileInfo outputFile = files.Where(f => f.Extension == "".out"").Single<FileInfo>();
  FileInfo expectedFile = files.Where(f => f.Extension == "".exp"").Single <FileInfo>();

  using (StreamReader outFile = new StreamReader(outputFile.OpenRead()))
  {
    using (StreamReader expFile = new StreamReader(expectedFile.OpenRead()))
    {
      while (!(outFile.EndOfStream || expFile.EndOfStream))
      {
        if (outFile.ReadLine() != expFile.ReadLine())
        {
          return false;
        }
      }
      return (outFile.EndOfStream && expFile.EndOfStream);
    }
  }

It seems a little odd to have nested using statements.
Is there a better way to do this?
","c#,.net,file,using,",https://stackoverflow.com/questions/1329739/nested-using-statements-in-c-sharp,https://stackoverflow.com, nested using statement c 
"13716658,",9683279,Make the current commit the only (initial) commit in a Git repository?,"
I  currently have a local Git repository, which I push to a Github repository.
The local repository has ~10 commits, and the Github repository is a synchronised duplicate of this.
What I'd like to do is remove ALL the version history from the local Git repository, so the current contents of the repository appear as the only commit (and therefore older versions of files within the repository are not stored). 
I'd then like to push these changes to Github.
I have investigated Git rebase, but this appears to be more suited to removing specific versions.
Another potential solution is to delete the local repo, and create a new one - though this would probably create a lot of work!
ETA: There are specific directories / files that are untracked - if possible I would like to maintain the untracking of these files.
","git,github,git-commit,",https://stackoverflow.com/questions/9683279/make-the-current-commit-the-only-initial-commit-in-a-git-repository,https://stackoverflow.com, make current commit  initial  commit git repository 
"623052,",8182858,Mercurial: how to amend the last commit?,"
I'm looking for a counter-part of git commit --amend in Mercurial, i.e. a way to modify the commit which my working copy is linked to. I'm only interested in the last commit, not an arbitrary earlier commit.
The requirements for this amend-procedure are:

if possible, it should not require any extensions. It must not require non-default extensions, i.e. extensions which do not come with an official Mercurial installation.
if the commit to amend is one head of my current branch, no new head should be created. If the commit is not head, a new head may be created.
the procedure should be safe in a way that if for whatever reasons the amending fails, I want to have the same working copy and repository state restored as before the amending. With other words, if the amending itself can fail, there should be a fail-safe procedure to restore the working copy and repository state. I'm referring to ""failures"" which lie in the nature of the amend-procedure (like e.g. conflicts), not to file-system-related problems (like access restrictions, not being able to lock a file for writing, ...)

Update (1):

the procedure must be automatable, so it can be performed by a GUI client without any user interaction required.

Update (2):

files in the working directory must not be touched (there may be file system locks on certain modified files). This especially means, that a possible approach may at no point require a clean working directory.

","mercurial,commit,amend,mercurial-commit,",https://stackoverflow.com/questions/8182858/mercurial-how-to-amend-the-last-commit,https://stackoverflow.com, mercurial  amend last commit 
"20358883,",1005073,Initialization of an ArrayList in one line,"
I wanted to create a list of options for testing purposes. At first, I did this:
ArrayList<String> places = new ArrayList<String>();
places.add(""Buenos Aires"");
places.add(""Córdoba"");
places.add(""La Plata"");

Then, I refactored the code as follows:
ArrayList<String> places = new ArrayList<String>(
    Arrays.asList(""Buenos Aires"", ""Córdoba"", ""La Plata""));

Is there a better way to do this?
","java,collections,arraylist,initialization,",https://stackoverflow.com/questions/1005073/initialization-of-an-arraylist-in-one-line,https://stackoverflow.com, initialization arraylist one line
"5231845,",847066,Group By Multiple Columns,"
How can I do GroupBy Multiple Columns in LINQ
Something similar to this in SQL: 
SELECT * FROM <TableName> GROUP BY <Column1>,<Column2>

How can I convert this to LINQ:
QuantityBreakdown
(
    MaterialID int,
    ProductID int,
    Quantity float
)

INSERT INTO @QuantityBreakdown (MaterialID, ProductID, Quantity)
SELECT MaterialID, ProductID, SUM(Quantity)
FROM @Transactions
GROUP BY MaterialID, ProductID

","c#,.net,linq,group-by,aggregate,",https://stackoverflow.com/questions/847066/group-by-multiple-columns,https://stackoverflow.com, group multiple column
"4230322,",4010039,Equivalent of “continue” in Ruby,"
In C and many other languages, there is a continue keyword that, when used inside of a loop, jumps to the next iteration of the loop. Is there any equivalent of this continue keyword in Ruby?
","ruby,keyword,continue,",https://stackoverflow.com/questions/4010039/equivalent-of-continue-in-ruby,https://stackoverflow.com, equivalent  continue  ruby
"9079036,",1093322,How do I check what version of Python is running my script?,"
How can I check what version of the Python Interpreter is interpreting my script?
","python,version,",https://stackoverflow.com/questions/1093322/how-do-i-check-what-version-of-python-is-running-my-script,https://stackoverflow.com, check version python running script 
"33460420,",33440405,Babel file is copied without being transformed,"
I have this code:
""use strict"";

import browserSync from ""browser-sync"";
import httpProxy from ""http-proxy"";

let proxy = httpProxy.createProxyServer({});

and I have installed babel-core and babel-cli globally via npm. The point is when I try to compile with this on my terminal:
babel proxy.js --out-file proxified.js

The output file gets copied instead of compiled (I mean, it's the same as the source file).
What am I missing here?
","javascript,babeljs,",https://stackoverflow.com/questions/33440405/babel-file-is-copied-without-being-transformed,https://stackoverflow.com, babel file copied without transformed
"29134512,",29099404,SSL InsecurePlatform error when using Requests package,"
Im using Python 2.7.3 and Requests. I installed Requests via pip. I believe it's the latest version. I'm running on Debian Wheezy.
I've used Requests lots of times in the past and never faced this issue, but it seems that when making https requests with Requests I get an InsecurePlatform exception.
The error mentions urllib3, but I don't have that installed. I did install it to check if it resolved the error, but it didn't.
/usr/local/lib/python2.7/dist-packages/requests/packages/urllib3
/util/ssl_.py:79: InsecurePlatformWarning: A true SSLContext object is not
available. This prevents urllib3 from configuring SSL appropriately and 
may cause certain SSL connections to fail. For more information, see 
https://urllib3.readthedocs.org/en/latest  
/security.html#insecureplatformwarning.

Any ideas as to why I'm getting this? I've checked the docs, as specified in the error message, but the docs are saying to import urllib3 and either disable the warning, or provide a certificate.
","python,ssl,python-requests,",https://stackoverflow.com/questions/29099404/ssl-insecureplatform-error-when-using-requests-package,https://stackoverflow.com, ssl insecureplatform error using request package
"5234090,",4152376,How to get the n next values of a generator in a list (python),"
I have made a generator to read a file word by word and it works nicely.
def word_reader(file):
    for line in open(file):
        for p in line.split():
            yield p

reader = word_reader('txtfile')
next(reader)

What is the easiest way of getting the n next values in a list?
","python,list,generator,",https://stackoverflow.com/questions/4152376/how-to-get-the-n-next-values-of-a-generator-in-a-list-python,https://stackoverflow.com, get n next value generator list  python 
"9109438,",513084,Ship an application with a database,"
If your application requires a database and it comes with built in data, what is the best way to ship that application? Should I:

Precreate the SQLite database and include it in the .apk?
Include the SQL commands with the application and have it create the database and insert the data on first use?

The drawbacks I see are:

Possible SQLite version mismatches might cause problems and I currently don't know where the database should go and how to access it.
It may take a really long time to create and populate the database on the device.

Any suggestions? Pointers to the documentation regarding any issues would be greatly appreciated.
","android,android-sqlite,android-database,",https://stackoverflow.com/questions/513084/ship-an-application-with-a-database,https://stackoverflow.com, ship application database
"1196415,",159255,What is the ideal data type to use when storing latitude / longitude in a MySQL database?,"
Bearing in mind that I'll be performing calculations on lat / long pairs, what datatype is best suited for use with a MySQL database?
","mysql,database-design,maps,mapping,latitude-longitude,",https://stackoverflow.com/questions/159255/what-is-the-ideal-data-type-to-use-when-storing-latitude-longitude-in-a-mysql,https://stackoverflow.com, ideal data type use storing latitude   longitude mysql database 
"12797118,",148901,Is there a better way to do optional function parameters in JavaScript? ,"



I've always handled optional parameters in JavaScript like this:
function myFunc(requiredArg, optionalArg){
  optionalArg = optionalArg || 'defaultValue';

  // Do stuff
}

Is there a better way to do it?
Are there any cases where using || like that is going to fail?
","javascript,function,arguments,",https://stackoverflow.com/questions/148901/is-there-a-better-way-to-do-optional-function-parameters-in-javascript,https://stackoverflow.com, better way optional function parameter javascript  
"6910049,",4502633,How to affect other elements when one element is hovered,"
What I want to do is when a certain div is hovered, it'd affect the properties of another div.
For example, in this JSFiddle demo, when you hover over #cube it changes the background-color but what I want is that when I hover over #container, #cubeis affected.


div {
  outline: 1px solid red;
}

#container {
  width: 200px;
  height: 30px;
}

#cube {
  width: 30px;
  height: 100%;
  background-color: red;
}

#cube:hover {
  width: 30px;
  height: 100%;
  background-color: blue;
}
<div id=""container"">
  <div id=""cube"">
  </div>
</div>



","html,css,hover,",https://stackoverflow.com/questions/4502633/how-to-affect-other-elements-when-one-element-is-hovered,https://stackoverflow.com, affect element one element hovered
"733454,",134934,Display number with leading zeros,"
Given:
a = 1
b = 10
c = 100

How do I display a leading zero for all numbers with less than two digits?
This is the output I'm expecting:
01
10
100

","python,integer,string-formatting,",https://stackoverflow.com/questions/134934/display-number-with-leading-zeros,https://stackoverflow.com, display number leading zero
"11407349,",13484667,Downloading MySQL dump from command line,"
I am moving away from Linode because I don't have the Linux sysadmin skills necessary; before I complete the transition to a more noob-friendly service, I need to download the contents of a MySQL database. Is there a way I can do this from the command line?
","mysql,command-line,command-line-arguments,linode,",https://stackoverflow.com/questions/13484667/downloading-mysql-dump-from-command-line,https://stackoverflow.com, downloading mysql dump command line
"14395631,",6384431,Creating anonymous objects in php,"
As we know, creating anonymous objects in JavaScript is easy, like the code below:
var object = { 
    p : ""value"", 
    p1 : [ ""john"", ""johnny"" ]
};

alert(object.p1[1]);

Output:
an alert is raised with value ""johnny""

Can this same technique be applied in PHP? Can we create anonymous objects in PHP?
","php,oop,object,",https://stackoverflow.com/questions/6384431/creating-anonymous-objects-in-php,https://stackoverflow.com, creating anonymous object php
"21498832,",23735149,What is the difference between a Docker image and a container?,"
When using Docker, we start with a base image. We boot it up, create changes and those changes are saved in layers forming another image.
So eventually I have an image for my PostgreSQL instance and an image for my web application, changes to which keep on being persisted.
What is a container?
","docker,docker-container,docker-image,",https://stackoverflow.com/questions/23735149/what-is-the-difference-between-a-docker-image-and-a-container,https://stackoverflow.com, difference docker image container 
"1238613,",221346,"What can I use instead of the arrow operator, `->`?","
What is the arrow operator (->) a synonym for?
","c++,pointers,",https://stackoverflow.com/questions/221346/what-can-i-use-instead-of-the-arrow-operator,https://stackoverflow.com, use instead arrow operator       
"18096670,",19074542,List of 'if' switches anywhere?,"
Is there a list of all the if switches for use in bash scripting? Sometimes I see someone using it and I wonder what the switch they're using actually does.
Example is the -z in this one. I know how to use it, but I don't know where it was derived from.
if [ -z ""$BASH_VERSION"" ]; then
    echo -e ""Error: this script requires the BASH shell!""
    exit 1
fi

Any references, guides, posts, answers would be appreciated.
","bash,if-statement,switch-statement,shell-exec,",https://stackoverflow.com/questions/19074542/list-of-if-switches-anywhere,https://stackoverflow.com, list  if  switch anywhere 
"12409299,",1531093,How do I get the current date in JavaScript?,"
How do I get current date in JavaScript?
","javascript,date,date-formatting,",https://stackoverflow.com/questions/1531093/how-do-i-get-the-current-date-in-javascript,https://stackoverflow.com, get current date javascript 
"11067027,",13148429,How to change the order of DataFrame columns?,"
I have the following DataFrame (df):
import numpy as np
import pandas as pd

df = pd.DataFrame(np.random.rand(10, 5))

I add more column(s) by assignment:
df['mean'] = df.mean(1)

How can I move the column mean to the front, i.e. set it as first column leaving the order of the other columns untouched?
","python,pandas,dataframe,",https://stackoverflow.com/questions/13148429/how-to-change-the-order-of-dataframe-columns,https://stackoverflow.com, change order dataframe columns 
"9868653,",2361426,Get the first item from an iterable that matches a condition,"
I would like to get the first item from a list matching a condition. It's important that the resulting method not process the entire list, which could be quite large. For example, the following function is adequate:
def first(the_iterable, condition = lambda x: True):
    for i in the_iterable:
        if condition(i):
            return i

This function could be used something like this:
>>> first(range(10))
0
>>> first(range(10), lambda i: i > 3)
4

However, I can't think of a good built-in / one-liner to let me do this. I don't particularly want to copy this function around if I don't have to. Is there a built-in way to get the first item matching a condition?
","python,iterator,",https://stackoverflow.com/questions/2361426/get-the-first-item-from-an-iterable-that-matches-a-condition,https://stackoverflow.com, get first item iterable match condition
"9011524,",1779013,Check if string contains only digits,"
I want to check if a string contains only digits. I used this:
var isANumber = isNaN(theValue) === false;

if (isANumber){
    ..
}

But realized that it also allows + and -. Basically, I wanna make sure an input contains ONLY digits and no other characters. Since +100 and -5 are both numbers, isNaN() is not the right way to go.
Perhaps a regexp is what I need? Any tips?
","javascript,numbers,digits,",https://stackoverflow.com/questions/1779013/check-if-string-contains-only-digits,https://stackoverflow.com, check string contains digit
"2943556,",335311,What is the difference between a static and a non-static initialization code block,"
My question is about one particular usage of static keyword. It is possible to use static keyword to cover a code block within a class which does not belong to any function. For example following code compiles:
public class Test {
    private static final int a;    
    static {
        a = 5;
        doSomething(a);
    }
    private static int doSomething(int x) {
        return (x+5);
    }
}

If you remove the static keyword it complains because the variable a is final. However it is possible to remove both final and static keywords and make it compile. 
It is confusing for me in both ways. How am I supposed to have a code section that does not belong to any method? How is it possible to invoke it? In general, what is the purpose of this usage? Or better, where can I find documentation about this?
","java,static,static-initializer,",https://stackoverflow.com/questions/335311/what-is-the-difference-between-a-static-and-a-non-static-initialization-code-blo,https://stackoverflow.com, difference static non static initialization code block
"5839359,",1393486,Error java.lang.OutOfMemoryError: GC overhead limit exceeded,"
I get this error message as I execute my JUnit tests:
java.lang.OutOfMemoryError: GC overhead limit exceeded

I know what an OutOfMemoryError is, but what does GC overhead limit mean? How can I solve this?
","java,garbage-collection,out-of-memory,heap-memory,",https://stackoverflow.com/questions/1393486/error-java-lang-outofmemoryerror-gc-overhead-limit-exceeded,https://stackoverflow.com, error java lang outofmemoryerror  gc overhead limit exceeded
"3476646,",27459746,Adding space/padding to a UILabel,"
I have a UILabel where I want to add space in the top and in the bottom.
With minimun height in constrainst I've modified it to:

EDIT:
To do this I've used:  
  override func drawTextInRect(rect: CGRect) {
        var insets: UIEdgeInsets = UIEdgeInsets(top: 0.0, left: 10.0, bottom: 0.0, right: 10.0)
        super.drawTextInRect(UIEdgeInsetsInsetRect(rect, insets))

    } 

But I've to find a different method because if I write more than two lines the problem is the same:

","ios,uilabel,padding,",https://stackoverflow.com/questions/27459746/adding-space-padding-to-a-uilabel,https://stackoverflow.com, adding space padding uilabel
"1533444,",9110300,Can I write a CSS selector selecting elements NOT having a certain class or attribute?,"
I would like to write a CSS selector rule that selects all elements that don't have a certain class. For example, given the following HTML:
<html class=""printable"">
    <body class=""printable"">
        <h1 class=""printable"">Example</h1>
        <nav>
            <!-- Some menu links... -->
        </nav>
        <a href=""javascript:void(0)"" onclick=""javascript:self.print()"">Print me!</a>
        <p class=""printable"">
            This page is super interresting and you should print it!
        </p>
    </body>
</html>

I would like to write a selector that selects all elements that don't have the ""printable"" class which, in this case, are the nav and a elements.
Is this possible?
NOTE: in the actual HTML where I would like to use this, there are going to be a lot more elements that don't have the ""printable"" class than do (I realize it's the other way around in the above example).
","html,css,css-selectors,",https://stackoverflow.com/questions/9110300/can-i-write-a-css-selector-selecting-elements-not-having-a-certain-class-or-attr,https://stackoverflow.com, write cs selector selecting element certain class attribute 
"3818193,",563406,Add days to JavaScript Date,"
How to add days to current Date using JavaScript. Does JavaScript have a built in function like .Net's AddDay?
","javascript,date,datetime,time,",https://stackoverflow.com/questions/563406/add-days-to-javascript-date,https://stackoverflow.com, add day javascript date
"378927,",1549801,What are the differences between type() and isinstance()?,"
What are the differences between these two code fragments?  
Using type():
import types

if type(a) is types.DictType:
    do_something()
if type(b) in types.StringTypes:
    do_something_else()

Using isinstance():
if isinstance(a, dict):
    do_something()
if isinstance(b, str) or isinstance(b, unicode):
    do_something_else()

","python,oop,inheritance,types,",https://stackoverflow.com/questions/1549801/what-are-the-differences-between-type-and-isinstance,https://stackoverflow.com, difference type   isinstance   
"25300821,",6404628,VARCHAR vs TEXT in MySQL,"
I have two fields: one to store an excerpt with a max size of 500 characters, and another to store a description with a max size of 10,000 characters.
What data types should I use, TEXT or VARCHAR? And why?
After MySQL 5.0.3 VARCHAR accepts ~65000 characters. But this does not tell why I should use one type and or the other.
I'm reasoning that I should use VARCHAR for the excerpt because I can assign a size limit, and TEXT for the description field as it's larger.
","mysql,database,datafield,",https://stackoverflow.com/questions/6404628/varchar-vs-text-in-mysql,https://stackoverflow.com, varchar v text mysql
"3503879,",4760215,Running shell command and capturing the output,"
I want to write a function that will execute a shell command and return its output as a string, no matter, is it an error or success message. I just want to get the same result that I would have gotten with the command line.
What would be a code example that would do such a thing?
For example:
def run_command(cmd):
    # ??????

print run_command('mysqladmin create test -uroot -pmysqladmin12')
# Should output something like:
# mysqladmin: CREATE DATABASE failed; error: 'Can't create database 'test'; database exists'

","python,shell,subprocess,",https://stackoverflow.com/questions/4760215/running-shell-command-and-capturing-the-output,https://stackoverflow.com, running shell command capturing output
"9298839,",550574,How to terminate the script in JavaScript?,"
How can I exit the JavaScript script much like PHP's exit or die? I know it's not the best programming practice but I need to.
","javascript,exit,die,",https://stackoverflow.com/questions/550574/how-to-terminate-the-script-in-javascript,https://stackoverflow.com, terminate script javascript 
"2670982,",521171,A Java collection of value pairs? (tuples?),"
I like how Java has a Map where you can define the types of each entry in the map, for example <String, Integer>. 
What I'm looking for is a type of collection where each element in the collection is a pair of values.  Each value in the pair can have its own type (like the String and Integer example above), which is defined at declaration time.  
The collection will maintain its given order and will not treat one of the values as a unique key (as in a map).  
Essentially I want to be able to define an ARRAY of type <String,Integer> or any other 2 types.  
I realize that I can make a class with nothing but the 2 variables in it, but that seems overly verbose.  
I also realize that I could use a 2D array, but because of the different types I need to use, I'd have to make them arrays of OBJECT, and then I'd have to cast all the time.  
I only need to store pairs in the collection, so I only need two values per entry.  Does something like this exist without going the class route?  Thanks!
","java,",https://stackoverflow.com/questions/521171/a-java-collection-of-value-pairs-tuples,https://stackoverflow.com, java collection value pairs   tuples  
